State,StateAbbr,District,Name,Party,115th Congress,FEC ID
North Carolina,NC,7,Kyle Horton,Democratic,,H8NC07101
North Carolina,NC,8,Frank McNeill,Democratic,,H8NC08083
North Carolina,NC,8,Richard Hudson,Republican,Yes,H2NC08185
North Carolina,NC,9,Dan McCready,Democratic,,H8NC09123
North Carolina,NC,9,Mark Harris,Republican,,H8NC09131
North Carolina,NC,10,Patrick McHenry,Republican,Yes,H4NC10047
North Carolina,NC,10,David Brown,Democratic,,H8NC10097
North Carolina,NC,11,Mark Meadows,Republican,Yes,H2NC11080
North Carolina,NC,11,Phillip Price,Democratic,,H8NC11103
North Carolina,NC,12,Alma Adams,Democratic,Yes,H4NC12100
North Carolina,NC,12,Paul Wright,Republican,,H6NC12089
North Carolina,NC,13,Ted Budd,Republican,Yes,H6NC13129
North Carolina,NC,13,Kathy Manning,Democratic,,H8NC13067
North Dakota,ND,1,Kelly Armstrong,Republican,,H8ND00096
North Dakota,ND,1,Mac Schneider,Democratic,,H8ND00112
Ohio,OH,1,Steve Chabot,Republican,Yes,H8OH01043
Ohio,OH,1,Aftab Pureval,Democratic,,H8OH01118
Ohio,OH,2,Brad Wenstrup,Republican,Yes,H2OH02085
Ohio,OH,2,Jill Schiller,Democratic,,H8OH02124
Ohio,OH,3,Joyce Beatty,Democratic,Yes,H2OH03125
Ohio,OH,3,Jim Burgess,Republican,,H8OH03106
Ohio,OH,4,Jim Jordan,Republican,Yes,H6OH04082
Ohio,OH,4,Janet Garrett,Democratic,,H4OH04046
Ohio,OH,5,Bob Latta,Republican,Yes,H8OH05036
Ohio,OH,5,Michael Galbraith,Democratic,,H8OH05150
Ohio,OH,6,Bill Johnson,Republican,Yes,H0OH06189
Ohio,OH,6,Shawna Roberts,Democratic,,H8OH06133
Ohio,OH,7,Bob Gibbs,Republican,Yes,H0OH18077
Ohio,OH,7,Ken Harbaugh,Democratic,,H8OH07123
Ohio,OH,8,Warren Davidson,Republican,Yes,H6OH08315
Ohio,OH,8,Vanessa Enoch,Democratic,,H8OH08097
Ohio,OH,9,Marcy Kaptur,Democratic,Yes,H2OH09031
Ohio,OH,9,Steven Kraus,Republican,,H8OH09111
Ohio,OH,10,Michael Turner,Republican,Yes,H2OH03067
Ohio,OH,10,Theresa Gasper,Democratic,,H8OH10119
Ohio,OH,11,Marcia Fudge,Democratic,Yes,H8OH11141
Ohio,OH,11,Beverly Goldstein,Republican,,H6OH11160
Ohio,OH,12,Troy Balderson,Republican,Yes,H8OH12180
Ohio,OH,12,Danny O'Connor,Democratic,,H8OH12297
Ohio,OH,13,Tim Ryan,Democratic,Yes,H2OH17109
Ohio,OH,13,Chris DePizzo,Republican,,H8OH13147
Ohio,OH,14,David Joyce,Republican,Yes,H2OH14064
Ohio,OH,14,Betsy Rader,Democratic,,H8OH14111
Ohio,OH,15,Steve Stivers,Republican,Yes,H8OH15076
Ohio,OH,15,Rick Neal,Democratic,,H8OH15134
Ohio,OH,16,Anthony Gonzalez,Republican,,H8OH16124
Ohio,OH,16,Susan Moran Palmer,Democratic,,H8OH16157
Oklahoma,OK,1,Kevin Hern,Republican,,H8OK01157
Oklahoma,OK,1,Tim Gilpin,Democratic,,H8OK01173
Oklahoma,OK,2,Jason Nichols,Democratic,,H8OK02148
Oklahoma,OK,2,Markwayne Mullin,Republican,Yes,H2OK02083
Oklahoma,OK,3,Frank Lucas,Republican,Yes,H4OK06056
Oklahoma,OK,3,Frankie Robbins,Democratic,,H8OK03047
Oklahoma,OK,4,Mary Brannon,Democratic,,H8OK04094
Oklahoma,OK,4,Tom Cole,Republican,Yes,H2OK04055
Oklahoma,OK,5,Steve Russell,Republican,Yes,H4OK05132
Oklahoma,OK,5,Kendra Horn,Democratic,,H8OK05109
Oregon,OR,1,John Verbeek,Republican,,H8OR01262
Oregon,OR,1,Suzanne Bonamici,Democratic,Yes,H2OR01133
Oregon,OR,2,Greg Walden,Republican,Yes,H6OR02116
Oregon,OR,2,Jamie McLeod-Skinner,Democratic,,H8OR02161
Oregon,OR,3,Earl Blumenauer,Democratic,Yes,H6OR03064
Oregon,OR,4,Peter DeFazio,Democratic,Yes,H6OR04047
Oregon,OR,4,Arthur Robinson,Republican,,H0OR04081
Oregon,OR,5,Kurt Schrader,Democratic,Yes,H8OR05107
Oregon,OR,5,Mark Callahan,Republican,,H8OR05198
Pennsylvania,PA,1,Brian Fitzpatrick,Republican,Yes,H6PA08277
Pennsylvania,PA,1,Scott Wallace,Democratic,,H8PA08174
Pennsylvania,PA,2,Brendan Boyle,Democratic,Yes,H4PA13199
Pennsylvania,PA,2,David Torres,Republican,,H8PA02110
Pennsylvania,PA,3,Bryan Leib,Republican,,H6PA01165
Pennsylvania,PA,3,Dwight Evans,Democratic,Yes,H6PA02171
Pennsylvania,PA,4,Madeleine Dean,Democratic,,H8PA04116
Pennsylvania,PA,4,Dan David,Republican,,H8PA15286
Pennsylvania,PA,5,Pearl Kim,Republican,,H8PA05295
Pennsylvania,PA,5,Mary Gay Scanlon,Democratic,,H8PA07200
Pennsylvania,PA,6,Chrissy Houlahan,Democratic,,H8PA06087
Pennsylvania,PA,6,Greg McCauley,Republican,,H8PA07192
Pennsylvania,PA,7,Susan Wild,Democratic,,H8PA15229
Pennsylvania,PA,7,Marty Nothstein,Republican,,H8PA15245
Pennsylvania,PA,8,John Chrin,Republican,,H8PA17050
Pennsylvania,PA,8,Matt Cartwright,Democratic,Yes,H2PA17079
Pennsylvania,PA,9,Dan Meuser,Republican,,H8PA10147
Pennsylvania,PA,9,Denny Wolff,Democratic,,H8PA11095
Pennsylvania,PA,10,George Scott,Democratic,,H8PA04090
Pennsylvania,PA,10,Scott Perry,Republican,Yes,H2PA04135
Pennsylvania,PA,11,Lloyd Smucker,Republican,Yes,H6PA16320
Pennsylvania,PA,11,Jess King,Democratic,,H8PA16078
Pennsylvania,PA,12,Tom Marino,Republican,Yes,H0PA10078
Pennsylvania,PA,12,Marc Fredenberg,Democratic,,H8PA05204
Pennsylvania,PA,13,Brent Ottaway,Democratic,,H8PA13133
Pennsylvania,PA,13,John Joyce,Republican,,H8PA13125
Pennsylvania,PA,14,Bibiana Boerio,Democratic,,H8PA14065
Pennsylvania,PA,14,Guy Reschenthaler,Republican,,H8PA18199
Pennsylvania,PA,15,Glenn Thompson,Republican,Yes,H8PA05071
Pennsylvania,PA,15,Susan Boser,Democratic,,H8PA09065
Pennsylvania,PA,16,Mike Kelly,Republican,Yes,H0PA03271
Pennsylvania,PA,16,Ron DiNicola,Democratic,,H4PA21069
Pennsylvania,PA,17,Conor Lamb,Democratic,Yes,H8PA18181
Pennsylvania,PA,17,Keith Rothfus,Republican,Yes,H0PA04220
Pennsylvania,PA,18,Mike Doyle,Democratic,Yes,H4PA18131
Rhode Island,RI,1,David Cicilline,Democratic,Yes,H0RI01073
Rhode Island,RI,1,Patrick Donovan,Republican,,H8RI01100
Rhode Island,RI,2,Jim Langevin,Democratic,Yes,H0RI02139
Rhode Island,RI,2,Salvatore Caiozzo,Republican,,H6RI02284
South Carolina,SC,1,Joe Cunningham,Democratic,,H8SC01116
South Carolina,SC,1,Katie Arrington,Republican,,H8SC01124
South Carolina,SC,2,Sean Carrigan,Democratic,,H8SC02106
South Carolina,SC,2,Joe Wilson,Republican,Yes,H2SC02059
South Carolina,SC,3,Jeff Duncan,Republican,Yes,H0SC03077
South Carolina,SC,3,Mary Geren,Democratic,,H8SC03070
South Carolina,SC,4,Brandon Brown,Democratic,,H8SC04300
South Carolina,SC,4,William Timmons,Republican,,H8SC04250
South Carolina,SC,5,Ralph Norman,Republican,Yes,H8SC05158
South Carolina,SC,5,Archie Parnell,Democratic,,H8SC05174
South Carolina,SC,6,James Clyburn,Democratic,Yes,H2SC02042
South Carolina,SC,6,Gerhard Gressmann,Republican,,H8SC06107
South Carolina,SC,7,Tom Rice,Republican,Yes,H2SC07066
South Carolina,SC,7,Robert Williams,Democratic,,H8SC07063
South Dakota,SD,1,Dusty Johnson,Republican,,H8SD01055
South Dakota,SD,1,Tim Bjorkman,Democratic,,H8SD01097
Tennessee,TN,1,Marty Olsen,Democratic,,H8TN01079
Tennessee,TN,1,Phil Roe,Republican,Yes,H6TN01388
Tennessee,TN,2,Renee Hoyos,Democratic,,H8TN02176
Tennessee,TN,2,Tim Burchett,Republican,,H8TN02119
Tennessee,TN,3,Chuck Fleischmann,Republican,Yes,H0TN03254
Tennessee,TN,3,Danielle Mitchell,Democratic,,H8TN03208
Tennessee,TN,4,Mariah Phillips,Democratic,,H8TN04099
Tennessee,TN,4,Scott DesJarlais,Republican,Yes,H0TN04195
Tennessee,TN,5,Jim Cooper,Democratic,Yes,H2TN05131
Tennessee,TN,5,Jody Ball,Republican,,H6TN05314
Tennessee,TN,6,John Rose,Republican,,H8TN06094
Tennessee,TN,6,Dawn Barlow,Democratic,,H8TN06128
Tennessee,TN,7,Mark Green,Republican,,H8TN07076
Tennessee,TN,7,Justin Kanew,Democratic,,H8TN07068
Tennessee,TN,8,David Kustoff,Republican,Yes,H2TN07103
Tennessee,TN,8,Erika Pearson,Democratic,,H6TN08250
Tennessee,TN,9,Steve Cohen,Democratic,Yes,H6TN09068
Tennessee,TN,9,Charlotte Bergmann,Republican,,H8TN09114
Texas,TX,1,Shirley McKellar,Democratic,,H2TX01062
Texas,TX,1,Louie Gohmert,Republican,Yes,H4TX04039
Texas,TX,2,Todd Litton,Democratic,,H8TX02067
Texas,TX,2,Dan Crenshaw,Republican,,H8TX02166
Texas,TX,3,Lorie Burch,Democratic,,H8TX03099
Texas,TX,3,Van Taylor,Republican,,H8TX03123
Texas,TX,4,Catherine Krantz,Democratic,,H8TX04162
Texas,TX,4,John Ratcliffe,Republican,Yes,H4TX04153
Texas,TX,5,Dan Wood,Democratic,,H8TX05086
Texas,TX,5,Lance Gooden,Republican,,H8TX05144
Texas,TX,6,Jana Lynne Sanchez,Democratic,,H8TX06183
Texas,TX,6,Ron Wright,Republican,,H8TX06233
Texas,TX,7,Lizzie Pannill Fletcher,Democratic,,H8TX07140
Texas,TX,7,John Culberson,Republican,Yes,H0TX07055
Texas,TX,8,Steven David,Democratic,,H8TX08080
Texas,TX,8,Kevin Brady,Republican,Yes,H6TX08100
Texas,TX,9,Al Green,Democratic,Yes,H4TX09095
Texas,TX,10,Mike Siegel,Democratic,,H8TX10110
Texas,TX,10,Michael McCaul,Republican,Yes,H4TX10093
Texas,TX,11,Mike Conaway,Republican,Yes,H4TX19136
Texas,TX,11,Jennie Lou Leeder,Democratic,,H8TX11100
Texas,TX,12,Vanessa Adia,Democratic,,H8TX12074
Texas,TX,12,Kay Granger,Republican,Yes,H6TX12060
Texas,TX,13,Greg Sagan,Democratic,,H8TX13163
Texas,TX,13,Mac Thornberry,Republican,Yes,H4TX13014
Texas,TX,14,Adrienne Bell,Democratic,,H8TX14120
Texas,TX,14,Randy Weber,Republican,Yes,H2TX14149
Texas,TX,15,Vincente Gonzalez,Democratic,Yes,H6TX15162
Texas,TX,15,Tim Westley,Republican,,H6TX15204
Texas,TX,16,Veronica Escobar,Democratic,,H8TX16109
Texas,TX,16,Rick Seeberger,Republican,,H8TX16133
Texas,TX,17,Bill Flores,Republican,Yes,H0TX17104
Texas,TX,17,Rick Kennedy,Democratic,,H8TX17149
Texas,TX,18,Ava Pate,Republican,,H6TX18158
Texas,TX,18,Sheila Jackson Lee,Democratic,Yes,H4TX18054
Texas,TX,19,Miguel Levario,Democratic,,H8TX19111
Texas,TX,19,Jodey Arrington,Republican,Yes,H6TX19099
Texas,TX,20,Joaquin Castro,Democratic,Yes,H2TX35011
Texas,TX,21,Chip Roy,Republican,,H8TX21307
Texas,TX,21,Joseph Kopser,Democratic,,H8TX21190
Texas,TX,22,Sri Kulkarni,Democratic,,H8TX22313
Texas,TX,22,Pete Olson,Republican,Yes,H8TX22107
Texas,TX,23,Gina Ortiz Jones,Democratic,,H8TX23121
Texas,TX,23,Will Hurd,Republican,Yes,H0TX23086
Texas,TX,24,Kenny Marchant,Republican,Yes,H4TX24094
Texas,TX,24,Jan McDowell,Democratic,,H6TX24149
Texas,TX,25,Julie Oliver,Democratic,,H8TX25159
Texas,TX,25,Roger Williams,Republican,Yes,H2TX33040
Texas,TX,26,Michael Burgess,Republican,Yes,H2TX26093
Texas,TX,26,Linsey Fagan,Democratic,,H8TX26124
Texas,TX,27,Michael Cloud,Republican,,H8TX27049
Texas,TX,27,Eric Holguin,Democratic,,H8TX27056
Texas,TX,28,Henry Cuellar,Democratic,Yes,H2TX23082
Texas,TX,29,Sylvia Garcia,Democratic,Yes,H8TX29052
Texas,TX,29,Phillip Aronoff,Republican,,H8TX29094
Texas,TX,30,Eddie Bernice Johnson,Democratic,Yes,H2TX00015
Texas,TX,31,John Carter,Republican,Yes,H2TX31044
Texas,TX,31,Mary Hegar,Democratic,,H8TX31058
Texas,TX,32,Pete Sessions,Republican,Yes,H2TX03126
Texas,TX,32,Colin Allred,Democratic,,H8TX32098
Texas,TX,33,Marc Veasey,Democratic,Yes,H2TX33073
Texas,TX,33,Willie Billups,Republican,,H8TX33021
Texas,TX,34,Filemon Vela,Democratic,Yes,H2TX27190
Texas,TX,34,Rey Gonzalez,Republican,,H6TX34031
Texas,TX,35,Lloyd Doggett,Democratic,Yes,H4TX10028
Texas,TX,35,David Smalling,Republican,,H8TX35026
Texas,TX,36,Brian Babin,Republican,Yes,H6TX02079
Texas,TX,36,Dayna Steele,Democratic,,H8TX36024
Utah,UT,1,Lee Castillo,Democratic,,H8UT01158
Utah,UT,1,Rob Bishop,Republican,Yes,H2UT01094
Utah,UT,2,Chris Steart,Republican,Yes,H2UT02324
Utah,UT,2,Shireen Ghorbani,Democratic,,H8UT02255
Utah,UT,3,John Curtis,Republican,Yes,H8UT03238
Utah,UT,3,James Singer,Democratic,,H8UT03402
Utah,UT,4,Mia Love,Republican,Yes,H2UT04023
Utah,UT,4,Ben McAdams,Democratic,,H8UT04053
Vermont,VT,1,Peter Welch,Democratic,Yes,H6VT00160
Vermont,VT,1,Brooke Paige,Republican,,H8VT00158
Virginia,VA,1,Vangie Williams,Democratic,,H8VA01303
Virginia,VA,1,Rob Wittman,Republican,Yes,H8VA01147
Virginia,VA,2,Elaine Luria,Democratic,,H8VA02111
Virginia,VA,2,Scott Taylor,Republican,Yes,H0VA02118
Virginia,VA,3,Robert Scott,Democratic,Yes,H6VA01117
Virginia,VA,4,A. Donald McEachin,Democratic,Yes,H6VA04061
Virginia,VA,4,Ryan McAdams,Republican,,H8VA04026
Virginia,VA,5,Denver Riggleman,Republican,,H8VA05171
Virginia,VA,5,Leslie Cockburn,Democratic,,H8VA05155
Virginia,VA,6,Ben Cline,Republican,,H8VA06104
Virginia,VA,6,Jennifer Lewis,Democratic,,H8VA06138
Virginia,VA,7,David Brat,Republican,Yes,H4VA07143
Virginia,VA,7,Abigail Spanberger,Democratic,,H8VA07094
Virginia,VA,8,Don Beyer,Democratic,Yes,H4VA08224
Virginia,VA,8,Thomas Oh,Republican,,H8VA08159
Virginia,VA,9,Morgan Griffith,Republican,Yes,H0VA09055
Virginia,VA,9,Anthony Flaccavento,Democratic,,H8VA09066
Virginia,VA,10,Barabara Comstock,Republican,Yes,H4VA10089
Virginia,VA,10,Jennifer Wexton,Democratic,,H8VA10106
Virginia,VA,11,Gerald Connolly,Democratic,Yes,H8VA11062
Virginia,VA,11,Jeff Dove,Republican,,H8VA11070
Washington,WA,1,Jeffrey Beeler,Republican,,H8WA01077
Washington,WA,1,Suzan DelBene,Democratic,Yes,H0WA08046
Washington,WA,2,Rick Larsen,Democratic,Yes,H0WA02080
Washington,WA,3,Carolyn Long,Democratic,,H8WA03198
Washington,WA,3,Jaime Herrera Beutler,Republican,Yes,H6WA03234
Washington,WA,4,Dan Newhouse,Republican,Yes,H4WA04104
Washington,WA,4,Christine Brown,Democratic,,H8WA04089
Washington,WA,5,Cathy McMorris Rodgers,Republican,Yes,H4WA05077
Washington,WA,5,Lisa Brown,Democratic,,H8WA05193
Washington,WA,6,Derek Kilmer,Democratic,Yes,H2WA06129
Washington,WA,6,Douglas Dightman,Republican,,H8WA06100
Washington,WA,7,Pramila Jayapal,Democratic,Yes,H6WA07458
Washington,WA,7,Craig Keller,Republican,,H4WA07073
Washington,WA,8,Dino Rossi,Republican,,H8WA08205
Washington,WA,8,Kim Schrier,Democratic,,H8WA08189
Washington,WA,9,Adam Smith,Democratic,Yes,H6WA09025
Washington,WA,10,Denny Heck,Democratic,Yes,H0WA03161
Washington,WA,10,Joseph Brumbles,Republican,,H8WA10045
West Virginia,WV,1,Kendra Fershee,Democratic,,H8WV01075
West Virginia,WV,1,David McKinley,Republican,Yes,H0WV01072
West Virginia,WV,2,Alex Mooney,Republican,Yes,H4WV02080
West Virginia,WV,2,Talley Sergent,Democratic,,H8WV02115
West Virginia,WV,3,Carol Miller,Republican,,H8WV03097
West Virginia,WV,3,Richard Ojeda,Democratic,,H8WV03048
Wisconsin,WI,1,Randy Bryce,Democratic,,H8WI01123
Wisconsin,WI,1,Bryan Steil,Republican,,H8WI01156
Wisconsin,WI,2,Mark Pocan,Democratic,Yes,H2WI02124
Wisconsin,WI,3,Ron Kind,Democratic,Yes,H6WI03099
Wisconsin,WI,3,Steve Toft,Republican,,H8WI03103
Wisconsin,WI,4,Gwen Moore,Democratic,Yes,H4WI04183
Wisconsin,WI,4,Tim Rogers,Republican,,H8WI04069
Wisconsin,WI,5,Jim Sensenbrenner,Republican,Yes,H8WI09050
Wisconsin,WI,5,Tom Palzewicz,Democratic,,H8WI05165
Wisconsin,WI,6,Glenn Grothman,Republican,Yes,H4WI06048
Wisconsin,WI,6,Dan Kohl,Democratic,,H8WI06098
Wisconsin,WI,7,Margaret Engebretson,Democratic,,H8WI07096
Wisconsin,WI,7,Sean P. Duffy,Republican,Yes,H0WI07051
Wisconsin,WI,8,Mike Gallagher,Republican,Yes,H6WI08155
Wisconsin,WI,8,Beau Liegeois,Democratic,,H8WI08045
Wyoming,WY,1,Liz Cheney,Republican,Yes,H6WY00159
Wyoming,WY,1,Greg Hunter,Democratic,,H8WY01062
